issue_id,magazine,year,month,issue_label,source,listing_type,observed_on,title,condition,stock,price_jpy,is_set,set_size,unit_price_jpy,is_extra,list_price_jpy,matched_issue,url
world_boxing-1996-02,ワールドボクシング,1996,2,1996年2月号,mercari_sold,sold,2026-09-04,ワールドボクシング1996年2月号竹原慎二世界ミドル級タイトル獲得号,,,1000,0,1,1000,0,,1,https://jp.mercari.com/item/m94812037405
